1.37035E+12;3;7;0;0
1.37035E+12;3;7;0;96
1.37035E+12;2;2;0;192
1.37035E+12;2;2;0;288
1.37035E+12;3;4;0;384
1.37035E+12;3;4;0;480
1.37035E+12;3;4;0;576
1.37035E+12;3;4;0;672
1.37035E+12;3;4;0;768
1.37035E+12;3;4;128;0
1.37035E+12;3;4;128;96
1.37035E+12;3;4;128;192
1.37035E+12;3;4;128;288
1.37035E+12;3;4;128;384
1.37035E+12;3;4;128;480
1.37035E+12;3;4;128;576
1.37035E+12;3;4;128;672
1.37035E+12;3;4;128;768
1.37035E+12;124;16;256;0
1.37035E+12;129;18;256;96
1.37035E+12;129;18;256;192
1.37035E+12;129;18;256;288
1.37035E+12;129;18;256;384
1.37035E+12;129;18;256;480
1.37035E+12;129;18;256;576
1.37035E+12;129;18;256;672
1.37035E+12;129;18;256;768
1.37035E+12;129;18;384;0
1.37035E+12;129;18;384;96
1.37035E+12;129;18;384;192
1.37035E+12;132;17;384;288
1.37035E+12;132;17;384;384
1.37035E+12;129;18;384;480
1.37035E+12;129;18;384;576
1.37035E+12;132;17;384;672
1.37035E+12;132;17;384;768
1.37035E+12;132;17;512;0
1.37035E+12;132;17;512;96
1.37035E+12;131;15;512;192
1.37035E+12;131;15;512;288
1.37035E+12;254;13;512;384
1.37035E+12;254;13;512;480
1.37035E+12;254;13;512;576
1.37035E+12;254;13;512;672
1.37035E+12;254;13;512;768
1.37035E+12;254;13;640;0
1.37035E+12;254;13;640;96
1.37035E+12;254;13;640;192
1.37035E+12;254;13;640;288
1.37035E+12;254;13;640;384
1.37035E+12;254;13;640;480
1.37035E+12;254;13;640;576
1.37035E+12;254;13;640;672
1.37035E+12;254;13;640;768
1.37035E+12;384;27;768;0
1.37035E+12;387;27;768;96
1.37035E+12;387;27;768;192
1.37035E+12;387;27;768;288
1.37035E+12;385;30;768;384
1.37035E+12;385;30;768;480
1.37035E+12;387;27;768;576
1.37035E+12;387;27;768;672
1.37035E+12;507;18;768;768
1.37035E+12;507;18;896;0
1.37035E+12;507;18;896;96
1.37035E+12;507;18;896;192
1.37035E+12;507;18;896;288
1.37035E+12;507;18;896;384
1.37035E+12;507;18;896;480
1.37035E+12;507;18;896;576
1.37035E+12;507;18;896;672
1.37035E+12;507;18;896;768
1.37035E+12;507;18;1024;0
1.37035E+12;507;18;1024;96
1.37035E+12;635;21;1024;192
1.37035E+12;635;21;1024;288
1.37035E+12;635;21;1024;384
1.37035E+12;635;21;1024;480
1.37035E+12;639;20;1024;576
1.37035E+12;639;20;1024;672
1.37035E+12;639;20;1024;768
1.37035E+12;639;20;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;639;23;;
1.37035E+12;635;21;;
1.37035E+12;635;21;;
1.37035E+12;768;18;;
1.37035E+12;768;18;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;21;;
1.37035E+12;768;24;;
1.37035E+12;768;24;;
1.37035E+12;768;27;;
1.37035E+12;768;27;;
1.37035E+12;771;26;;
1.37035E+12;771;26;;
1.37035E+12;768;24;;
1.37035E+12;768;24;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;890;32;;
1.37035E+12;890;32;;
1.37035E+12;890;32;;
1.37035E+12;890;32;;
1.37035E+12;890;32;;
1.37035E+12;890;32;;
1.37035E+12;890;29;;
1.37035E+12;890;29;;
1.37035E+12;1026;15;;
1.37035E+12;1026;15;;
1.37035E+12;1026;15;;
1.37035E+12;1026;15;;
1.37035E+12;1030;17;;
1.37035E+12;1030;17;;
1.37035E+12;1030;17;;
1.37035E+12;1030;17;;
1.37035E+12;1030;17;;
1.37035E+12;1030;17;;
1.37035E+12;1026;12;;
1.37035E+12;1026;12;;
1.37035E+12;-9;323;;
1.37035E+12;-9;323;;
1.37035E+12;6;393;;
1.37035E+12;6;393;;
1.37035E+12;125;368;;
1.37035E+12;125;368;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;121;323;;
1.37035E+12;253;332;;
1.37035E+12;253;332;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;385;416;;
1.37035E+12;639;376;;
1.37035E+12;639;376;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;382;;
1.37035E+12;636;385;;
1.37035E+12;636;385;;
1.37035E+12;636;388;;
1.37035E+12;636;388;;
1.37035E+12;763;382;;
1.37035E+12;763;382;;
1.37035E+12;888;385;;
1.37035E+12;888;385;;
1.37035E+12;888;385;;
1.37035E+12;888;385;;
1.37035E+12;888;385;;
1.37035E+12;888;385;;
1.37035E+12;888;388;;
1.37035E+12;888;388;;
1.37035E+12;888;388;;
1.37035E+12;888;388;;
1.37035E+12;888;391;;
1.37035E+12;888;391;;
1.37035E+12;889;375;;
1.37035E+12;889;375;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1027;373;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
1.37035E+12;1031;372;;
